,Model,model,train_mae,train_rmse,test_mae,test_rmse
266,KNN_High_120,KNeighborsRegressor(),37.36709058295961,59.647901742609164,49.23758064516135,75.85670431807598
267,XGBoost_High_120,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=None, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=None,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=None,
             n_jobs=None, num_parallel_tree=None, ...)",26.20574218312079,35.88961460742356,61.05285317697837,94.93185587419046
268,LightGBM_High_120,LGBMRegressor(verbosity=0),40.86645681051228,58.724524825442124,54.507496951091674,81.78927103037526
269,RNN_High_120,"<Sequential name=sequential_80, built=True>",7673.838382030813,9906.889183956455,7349.337087874875,9667.937814321902
270,LSTM_High_120,"<Sequential name=sequential_81, built=True>",7899.550649629191,10082.735651586136,7575.049355941281,9840.611701248668
271,GRU_High_120,"<Sequential name=sequential_82, built=True>",7879.905844213648,10067.35187925769,7555.404549959245,9825.49763750025
272,Bidirectional_LSTM_High_120,"<Sequential name=sequential_83, built=True>",7839.74222333448,10035.946187961155,7515.240929742629,9794.64711697207
273,LinearRegression_High_150,LinearRegression(),51.22817129669799,81.69801943451432,55.80260476832472,94.76296012827483
274,Ridge_High_150,Ridge(),51.22817118002974,81.69801943451435,55.80260450938342,94.7629598793714
275,Lasso_High_150,Lasso(),162.37782471342112,240.51081233882803,163.50853271024874,241.6226539821823
276,RandomForest_High_150,RandomForestRegressor(),20.663189347512503,34.13518722213741,58.70435008103752,98.25717025826307
277,GradientBoosting_High_150,GradientBoostingRegressor(),53.75722089257936,76.6931372609377,69.38520185041693,107.69528626609696
278,SVR_High_150,SVR(),3720.4448904483443,5597.697304744865,3531.8344960731774,5235.949984224959
279,KNN_High_150,KNeighborsRegressor(),36.99149783705839,59.12586106520152,51.39956239870335,83.66788990293918
280,XGBoost_High_150,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=None, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=None,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=None,
             n_jobs=None, num_parallel_tree=None, ...)",26.262589563701162,35.925257756697384,66.00859547125077,108.64094450265785
281,LightGBM_High_150,LGBMRegressor(verbosity=0),40.22162517633463,57.341507353949694,60.323546160914276,101.05078896966592
282,RNN_High_150,"<Sequential name=sequential_84, built=True>",7712.107606938698,9951.990190330289,7301.810861181324,9475.280864646753
283,LSTM_High_150,"<Sequential name=sequential_85, built=True>",7916.664599990019,10111.33440133265,7506.367854613269,9633.798002649593
284,GRU_High_150,"<Sequential name=sequential_86, built=True>",7880.534639409401,10083.071516673876,7470.237893652027,9605.673313163947
285,Bidirectional_LSTM_High_150,"<Sequential name=sequential_87, built=True>",7840.4597952773265,10051.78167319342,7430.163049736827,9574.540644396528
286,LinearRegression_High_200,LinearRegression(),51.760883877470505,81.52649920695907,54.44823128836268,96.3270320617275
287,Ridge_High_200,Ridge(),51.76088379241896,81.52649920695913,54.448230745263025,96.32703187449019
288,Lasso_High_200,Lasso(),169.58636927662351,250.60966504223828,167.75703589991096,243.90924323503913
289,RandomForest_High_200,RandomForestRegressor(),20.62512820279845,33.62401158180415,57.083446078431784,103.10223139814312
290,GradientBoosting_High_200,GradientBoostingRegressor(),52.533510658578564,74.95233192071731,68.15184730872599,112.97808846699738
291,SVR_High_200,SVR(),3718.4372277897355,5588.832562162495,3705.126684813482,5459.840535301141
292,KNN_High_200,KNeighborsRegressor(),36.99802834817372,58.58828775588247,49.88004901960784,82.57649141737565
293,XGBoost_High_200,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=None, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=None,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=None,
             n_jobs=None, num_parallel_tree=None, ...)",25.78721255469317,35.17820322270438,66.79573677412046,119.98766824940463
294,LightGBM_High_200,LGBMRegressor(verbosity=0),39.381360621834354,56.54730436308091,58.049971256606035,100.6209163759594
295,RNN_High_200,"<Sequential name=sequential_88, built=True>",7744.143925733113,9964.786841234738,7629.943773077672,9824.831523854496
296,LSTM_High_200,"<Sequential name=sequential_89, built=True>",7997.980980661438,10163.31203266855,7883.780827934913,10023.236637554868
297,GRU_High_200,"<Sequential name=sequential_90, built=True>",7899.6938018454985,10086.147623362504,7785.493648972853,9946.114011037633
298,Bidirectional_LSTM_High_200,"<Sequential name=sequential_91, built=True>",7931.1329669667475,10110.790366296382,7816.932813277899,9970.742758437555
299,LinearRegression_High_250,LinearRegression(),52.09095132480673,82.0317690146097,54.92950155436678,86.85512852431079
300,Ridge_High_250,Ridge(),52.09095114792477,82.03176901460976,54.92950109866593,86.8551279274812
301,Lasso_High_250,Lasso(),221.8375834039797,330.2327983871694,218.64525846194854,338.86349342988393
302,RandomForest_High_250,RandomForestRegressor(),20.82970978380346,34.34542277024085,55.25930395387187,87.83217000186707
303,GradientBoosting_High_250,GradientBoostingRegressor(),54.15166890095672,77.58155862096962,66.79583612549798,97.66953311006294
304,SVR_High_250,SVR(),3747.618123147492,5610.745426576044,3511.8706840537184,5247.699333246338
305,KNN_High_250,KNeighborsRegressor(),37.83167460608281,60.10783115791049,49.066441515650794,73.10791845748425
306,XGBoost_High_250,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=None, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=None,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=None,
             n_jobs=None, num_parallel_tree=None, ...)",25.726794420174524,34.661821030885434,64.30230747078353,97.26405288244584
307,LightGBM_High_250,LGBMRegressor(verbosity=0),39.320694360448165,56.00445119597962,59.88077461188591,90.37678444071186
308,RNN_High_250,"<Sequential name=sequential_92, built=True>",7833.27222397393,10040.946004900874,7386.960454447462,9533.080186443745
309,LSTM_High_250,"<Sequential name=sequential_93, built=True>",8074.345252676769,10230.126792767902,7628.033483301003,9721.076478680343
310,GRU_High_250,"<Sequential name=sequential_94, built=True>",7990.306814944225,10163.92866688262,7543.995045418402,9655.272877570309
311,Bidirectional_LSTM_High_250,"<Sequential name=sequential_95, built=True>",7992.092720507562,10165.332703790385,7545.780950907624,9656.668329896678
312,LinearRegression_Low_30,LinearRegression(),59.031255495374175,101.18701848252172,57.193823522865635,97.28603628043864
313,Ridge_Low_30,Ridge(),59.031255574363186,101.18701848252171,57.19382346505478,97.28603584072259
314,Lasso_Low_30,Lasso(),120.31484557330333,188.96596014253862,115.65984951453449,188.5119165146642
315,RandomForest_Low_30,RandomForestRegressor(),23.882370491513488,40.39777484161772,60.805073926868275,103.94954689113591
316,GradientBoosting_Low_30,GradientBoostingRegressor(),59.14558998291797,88.6612220329275,69.52199174080259,107.95296669589047
317,SVR_Low_30,SVR(),3616.020200123382,5492.25252320954,3510.9976711381837,5321.469615787352
318,KNN_Low_30,KNeighborsRegressor(),51.411734441301284,87.11144582257349,66.41411764705884,111.48081070090493
319,XGBoost_Low_30,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=None, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=None,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=None,
             n_jobs=None, num_parallel_tree=None, ...)",33.68568981769568,47.421237510428526,70.7571521170757,116.7001161306496
320,LightGBM_Low_30,LGBMRegressor(verbosity=0),51.80347089427422,78.08868893194501,65.14130264967858,103.5460939838028
321,RNN_Low_30,"<Sequential name=sequential_96, built=True>",7492.589980151057,9737.915041970402,6974.8137135613315,9310.638690795384
322,LSTM_Low_30,"<Sequential name=sequential_97, built=True>",7694.15483014216,9893.841685729076,7176.378563536142,9462.577649735735
323,GRU_Low_30,"<Sequential name=sequential_98, built=True>",7621.315428759455,9837.303167973441,7103.53916216973,9407.456357599105
324,Bidirectional_LSTM_Low_30,"<Sequential name=sequential_99, built=True>",7661.247954394221,9868.272643815788,7143.471687804496,9437.6455880753
325,LinearRegression_Low_45,LinearRegression(),58.96289947191009,100.33671016968773,60.87212064753511,103.7397478624426
326,Ridge_Low_45,Ridge(),58.96289953409166,100.33671016968776,60.87212075404018,103.73974787710372
327,Lasso_Low_45,Lasso(),132.5744526421875,208.90783387961403,127.73435488186189,198.84760170257718
328,RandomForest_Low_45,RandomForestRegressor(),23.464721158958177,40.05858793564373,65.06180701754388,107.14936864231036
329,GradientBoosting_Low_45,GradientBoostingRegressor(),58.82251993259456,87.45083496523952,73.92423942857829,116.80647920225577
330,SVR_Low_45,SVR(),3597.6549304615855,5477.338921429518,3788.4575330736784,5710.447763249414
331,KNN_Low_45,KNeighborsRegressor(),45.58908027644871,77.2201701186457,64.19406698564588,106.36329277715461
332,XGBoost_Low_45,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=None, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=None,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=None,
             n_jobs=None, num_parallel_tree=None, ...)",31.908177769938284,44.0898451984449,70.31454937948563,115.5664712613238
333,LightGBM_Low_45,LGBMRegressor(verbosity=0),49.31214424744935,74.30085311859207,68.93519146761633,110.47800575135743
334,RNN_Low_45,"<Sequential name=sequential_100, built=True>",7444.05729174346,9684.865600366558,7575.641147848371,9921.50200537936
335,LSTM_Low_45,"<Sequential name=sequential_101, built=True>",7651.346538514363,9845.086925515405,7782.930394670649,10080.668070777348
336,GRU_Low_45,"<Sequential name=sequential_102, built=True>",7622.980830451712,9823.05805078094,7754.564686543102,10058.784057369794
337,Bidirectional_LSTM_Low_45,"<Sequential name=sequential_103, built=True>",7592.737696406546,9799.607056450657,7724.3215525114565,10035.487366758342
338,LinearRegression_Low_60,LinearRegression(),59.035584190279295,100.03569847474266,61.4444385673408,106.48900939882364
339,Ridge_Low_60,Ridge(),59.0355842735915,100.03569847474267,61.444438706190994,106.48900981100248
340,Lasso_Low_60,Lasso(),146.81721773313976,228.62745645991563,128.82834693542077,199.1780370254256
341,RandomForest_Low_60,RandomForestRegressor(),23.514769141943688,40.582872367483525,64.78198083067097,107.88419153973052
342,GradientBoosting_Low_60,GradientBoostingRegressor(),58.846788010274075,87.42808537151289,73.89742416065415,116.5314329322792
343,SVR_Low_60,SVR(),3643.9867520933904,5525.676771253851,3469.462284038544,5159.520192817972
344,KNN_Low_60,KNeighborsRegressor(),43.675308225262036,73.02237362623103,60.84715654952081,98.71626609153283
345,XGBoost_Low_60,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=None, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=None,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=None,
             n_jobs=None, num_parallel_tree=None, ...)",30.72242253381971,43.08158731577793,72.68460851309779,122.57785612220613
346,LightGBM_Low_60,LGBMRegressor(verbosity=0),48.26561339762942,72.3061279498934,68.9526579023794,112.14378150079561
347,RNN_Low_60,"<Sequential name=sequential_104, built=True>",7521.081075460489,9771.028933976571,7042.059949042469,9258.840589496505
348,LSTM_Low_60,"<Sequential name=sequential_105, built=True>",7762.0314239789295,9957.684354470483,7283.010297722862,9443.39767893588
349,GRU_Low_60,"<Sequential name=sequential_106, built=True>",7716.228171650854,9922.022125655867,7237.2070452802855,9408.11811856572
350,Bidirectional_LSTM_Low_60,"<Sequential name=sequential_107, built=True>",7715.09708205491,9921.142518317549,7236.075955585321,9407.248055083026
351,LinearRegression_Low_90,LinearRegression(),59.89233611158986,100.92690113037949,58.22306916682447,90.58502023581674
352,Ridge_Low_90,Ridge(),59.89233613451671,100.92690113037956,58.22306893964706,90.58502003876116
353,Lasso_Low_90,Lasso(),158.6254299535452,244.53213265126692,151.46406594737627,221.56353180789822
354,RandomForest_Low_90,RandomForestRegressor(),23.838500089253873,40.45656128095666,57.871224719101335,91.56638625342822
355,GradientBoosting_Low_90,GradientBoostingRegressor(),59.80564879647034,89.21505619209184,68.04808392287403,101.90686734929368
356,SVR_Low_90,SVR(),3645.3964255742717,5515.7730806540685,3541.9789632452,5346.6765090975205
357,KNN_Low_90,KNeighborsRegressor(),43.06044269903607,72.11436343996957,58.54810593900482,92.85530266098564
358,XGBoost_Low_90,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=None, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=None,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=None,
             n_jobs=None, num_parallel_tree=None, ...)",28.93604890168969,40.099225634064254,72.85896082307134,121.13895910395031
359,LightGBM_Low_90,LGBMRegressor(verbosity=0),46.233786070669126,69.11180731230627,65.26006694826759,103.30047551554668
360,RNN_Low_90,"<Sequential name=sequential_108, built=True>",7533.194004664342,9772.065479686982,7240.266464816318,9487.288675743224
361,LSTM_Low_90,"<Sequential name=sequential_109, built=True>",7797.054554363662,9976.888871504365,7504.127014498152,9690.155323235003
362,GRU_Low_90,"<Sequential name=sequential_110, built=True>",7689.038486045721,9892.702597453472,7396.110945964587,9606.74997474357
363,Bidirectional_LSTM_Low_90,"<Sequential name=sequential_111, built=True>",7710.738208444713,9909.577970802527,7417.81066840158,9623.466270658415
364,LinearRegression_Low_120,LinearRegression(),59.6161338222843,99.88615257545612,60.1999427466171,95.74771832793908
365,Ridge_Low_120,Ridge(),59.61613381920283,99.8861525754561,60.19994265511773,95.74771812660279
366,Lasso_Low_120,Lasso(),165.15014568786864,247.60152770705645,156.76376380171578,255.07674870163365
367,RandomForest_Low_120,RandomForestRegressor(),23.700101883408248,40.5056052218996,59.01186129032245,95.57764786120994
368,GradientBoosting_Low_120,GradientBoostingRegressor(),59.62448418851915,88.11184464905622,69.19286159803741,107.46912571868256
369,SVR_Low_120,SVR(),3651.8129870360176,5513.485611669746,3624.3854711634594,5431.789314622448
370,KNN_Low_120,KNeighborsRegressor(),43.74490044843052,73.07919818788899,57.77080645161289,92.33080979335539
371,XGBoost_Low_120,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=None, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=None,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=None,
             n_jobs=None, num_parallel_tree=None, ...)",28.217232901397853,39.23279991910052,68.08027855657762,109.2373562454957
372,LightGBM_Low_120,LGBMRegressor(verbosity=0),46.160125947162726,68.60952546856974,64.82690483625356,100.63627539001058
373,RNN_Low_120,"<Sequential name=sequential_112, built=True>",7572.586432461727,9795.24136382129,7248.605207775485,9550.354728294398
374,LSTM_Low_120,"<Sequential name=sequential_113, built=True>",7829.228704209399,9994.97424798739,7505.24747905116,9746.575692112883
375,GRU_Low_120,"<Sequential name=sequential_114, built=True>",7730.280127215329,9917.656928336695,7406.2989020562945,9670.58743899607
376,Bidirectional_LSTM_Low_120,"<Sequential name=sequential_115, built=True>",7718.707986857461,9908.639717229864,7394.7267625870245,9661.727683432657
377,LinearRegression_Low_150,LinearRegression(),59.62716367341002,98.47585237792146,65.39045428633968,105.69614028400068
378,Ridge_Low_150,Ridge(),59.62716370216701,98.47585237792151,65.39045423131002,105.69614035737008
379,Lasso_Low_150,Lasso(),163.238403375836,246.99064478176612,163.43732311142384,249.73322767619183
380,RandomForest_Low_150,RandomForestRegressor(),23.53147152126906,40.183654582580004,67.21402836304712,119.51395469473466
381,GradientBoosting_Low_150,GradientBoostingRegressor(),59.12713140929498,87.04081278859582,78.07910192041558,122.24525430790042
382,SVR_Low_150,SVR(),3680.1536235396534,5546.417457373807,3486.1139956275633,5180.60577556026
383,KNN_Low_150,KNeighborsRegressor(),43.249951333814,71.73222610505199,59.76463533225286,102.106289526052
384,XGBoost_Low_150,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=None, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=None,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=None,
             n_jobs=None, num_parallel_tree=None, ...)",29.166880491403866,39.84584652047778,74.78908129526691,119.66084822255691
385,LightGBM_Low_150,LGBMRegressor(verbosity=0),44.56978581387534,66.53265103660921,67.62956071694104,111.00107586296018
386,RNN_Low_150,"<Sequential name=sequential_116, built=True>",7610.370258844508,9839.583059001752,7201.471278982302,9361.460752494986
387,LSTM_Low_150,"<Sequential name=sequential_117, built=True>",7857.212804712076,10031.722301708804,7448.313825244379,9552.650818254973
388,GRU_Low_150,"<Sequential name=sequential_118, built=True>",7758.974018610133,9954.965450455182,7350.075038747927,9476.252524797044
389,Bidirectional_LSTM_Low_150,"<Sequential name=sequential_119, built=True>",7784.408653615718,9974.802120099112,7375.509674052481,9495.993983749895
390,LinearRegression_Low_200,LinearRegression(),59.66622869360601,95.90971001172966,61.01775108369498,125.19109050044821
391,Ridge_Low_200,Ridge(),59.66622871920958,95.90971001172973,61.01775100970324,125.19109044262325
392,Lasso_Low_200,Lasso(),163.68092809848693,243.32778742593803,171.59856001873683,261.9800485453496
393,RandomForest_Low_200,RandomForestRegressor(),23.758061148464588,39.31924330645629,64.09301797385618,131.57261694137335
394,GradientBoosting_Low_200,GradientBoostingRegressor(),59.76166495225798,86.71817430931837,74.9615252449559,136.84025933839598
395,SVR_Low_200,SVR(),3679.366349587445,5535.194666808769,3657.928267997265,5390.989998879385
396,KNN_Low_200,KNeighborsRegressor(),43.384550245320746,70.45363805259774,57.580065359477175,106.93276916780667
397,XGBoost_Low_200,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=None, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=None,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=None,
             n_jobs=None, num_parallel_tree=None, ...)",27.722039611916227,37.65857579123798,79.96985830668528,160.37826096194703
398,LightGBM_Low_200,LGBMRegressor(verbosity=0),43.76927683148194,63.63814389868958,67.43513248207091,135.5643924448575
399,RNN_Low_200,"<Sequential name=sequential_120, built=True>",7639.448954554175,9850.70527951037,7520.686556837293,9698.525524737472
400,LSTM_Low_200,"<Sequential name=sequential_121, built=True>",7894.611172429341,10049.880582118007,7775.848774806502,9897.701511561309
401,GRU_Low_200,"<Sequential name=sequential_122, built=True>",7837.528605699271,10005.10213920982,7718.76620781593,9852.9195083201
402,Bidirectional_LSTM_Low_200,"<Sequential name=sequential_123, built=True>",7781.633344858438,9961.376995426146,7662.87094765956,9809.192738366679
403,LinearRegression_Low_250,LinearRegression(),60.058397323051985,97.60934705143417,65.40444978744307,105.72596334148224
404,Ridge_Low_250,Ridge(),60.058397266044075,97.60934705143424,65.40444954481632,105.7259629013225
405,Lasso_Low_250,Lasso(),220.36422663588334,330.0205631855661,223.64383836138478,341.92920504922455
406,RandomForest_Low_250,RandomForestRegressor(),23.930442011725912,41.090860732101596,63.00323558484353,103.00083687390529
407,GradientBoosting_Low_250,GradientBoostingRegressor(),60.430216972163386,88.83055642228494,74.13844109354022,115.0594654914708
408,SVR_Low_250,SVR(),3706.9613714078337,5555.012188884569,3475.083345781807,5193.806622141933
409,KNN_Low_250,KNeighborsRegressor(),44.3428600219861,73.44428228143501,58.32912685337722,91.2027072219506
410,XGBoost_Low_250,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=None, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=None,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=None,
             n_jobs=None, num_parallel_tree=None, ...)",27.363878218111612,37.2692634482414,74.05823256667013,117.23442089447374
411,LightGBM_Low_250,LGBMRegressor(verbosity=0),43.91417786738517,64.46580665658227,65.90299856072174,102.68006519697124
412,RNN_Low_250,"<Sequential name=sequential_124, built=True>",7729.05971852572,9926.332019752956,7287.358516958321,9423.092553409297
413,LSTM_Low_250,"<Sequential name=sequential_125, built=True>",7940.110929139537,10091.534312037636,7498.409727704269,9587.242957715689
414,GRU_Low_250,"<Sequential name=sequential_126, built=True>",7886.300061330939,10049.250313778613,7444.598859979921,9545.215098567722
415,Bidirectional_LSTM_Low_250,"<Sequential name=sequential_127, built=True>",7881.584976946089,10045.550503211716,7439.8837754075175,9541.538117142114
